order_status,MAX_FREIGHT,MAX_PRICE,MAX_PAYMENT,MIN_FREIGHT,MIN_PRICE,MIN_PAYMENT,MEDIAN_PRICE,MEDIAN_FREIGHT,MEDIAN_PAYMENT,AVG_FREIGHT,AVG_PRICE,AVG_PAYMENT,ORDER_PURCHASE_YEAR,ORDER_PURCHASE_MONTH,ORDER_PURCHASE_DAY,ORDER_PURCHASE_WEEKDAY,ORDER_PURCHASE_HOUR
unavailable,2012.00,41000.00,27665.00,2012.00,41000.00,27665.00,41000.000000,2012.000000,27665.000000,2012.000000,41000.000000,27665.000000,2018,2,9,Friday,14
canceled,2009.00,30900.00,7349.00,2009.00,30900.00,7349.00,30900.000000,2009.000000,7349.000000,2009.000000,30900.000000,7349.000000,2018,2,9,Friday,17
created,2364.00,11985.00,5000.00,2364.00,11985.00,5000.00,11985.000000,2364.000000,5000.000000,2364.000000,11985.000000,5000.000000,2018,2,9,Friday,17
delivered,8685.00,68999.00,23950.00,1220.00,1999.00,1219.00,35499.000000,4952.500000,12584.500000,2757.080000,16848.230000,11178.920000,2018,2,9,Friday,17
unavailable,827.00,6190.00,43062.00,827.00,6190.00,43062.00,6190.000000,827.000000,43062.000000,827.000000,6190.000000,43062.000000,2018,2,9,Friday,19
canceled,1661.00,5990.00,8764.00,1661.00,5990.00,8764.00,5990.000000,1661.000000,8764.000000,1661.000000,5990.000000,8764.000000,2018,2,10,Saturday,7
delivered,1788.00,8990.00,16681.00,1452.00,2490.00,3722.00,5740.000000,1620.000000,10201.500000,1620.000000,5740.000000,10201.500000,2018,2,10,Saturday,7
delivered,6173.00,23900.00,98632.00,809.00,2490.00,2683.00,13195.000000,3491.000000,50657.500000,1905.450000,9133.450000,18302.270000,2018,2,10,Saturday,9
delivered,19363.00,73000.00,32382.00,788.00,1949.00,3095.00,37474.500000,10075.500000,17738.500000,3164.500000,12985.580000,9432.170000,2018,2,10,Saturday,11
delivered,4699.00,89999.00,54747.00,0.00,2400.00,411.00,46199.500000,2349.500000,27579.000000,1695.870000,16832.200000,15592.330000,2018,2,10,Saturday,15
delivered,2287.00,27000.00,20124.00,1235.00,2189.00,1463.00,14594.500000,1761.000000,10793.500000,1652.800000,7312.800000,10554.900000,2018,2,11,Sunday,0
delivered,2146.00,13790.00,8875.00,2146.00,13790.00,8875.00,13790.000000,2146.000000,8875.000000,2146.000000,13790.000000,8875.000000,2018,2,11,Sunday,8
delivered,1767.00,9099.00,9979.00,1410.00,2790.00,1558.00,5944.500000,1588.500000,5768.500000,1576.330000,5959.670000,5948.670000,2018,2,11,Sunday,9
delivered,7507.00,19140.00,21870.00,944.00,5699.00,3746.00,12419.500000,4225.500000,12808.000000,2227.110000,11127.670000,12193.560000,2018,2,11,Sunday,12
delivered,3698.00,20998.00,42047.00,778.00,1599.00,2809.00,11298.500000,2238.000000,22428.000000,1703.000000,8033.170000,10280.580000,2018,2,11,Sunday,14
canceled,1904.00,4900.00,11581.00,1904.00,4900.00,11581.00,4900.000000,1904.000000,11581.000000,1904.000000,4900.000000,11581.000000,2018,2,11,Sunday,15
delivered,2882.00,24825.00,19386.00,0.00,1190.00,4936.00,13007.500000,1441.000000,12161.000000,1508.220000,7184.890000,9554.560000,2018,2,11,Sunday,16
delivered,2780.00,17999.00,38303.00,8.00,1099.00,1009.00,9549.000000,1394.000000,19656.000000,1506.110000,6160.000000,16227.780000,2018,2,11,Sunday,20
delivered,22004.00,25990.00,40325.00,734.00,890.00,3308.00,13440.000000,11369.000000,21816.500000,4272.500000,6893.000000,17350.380000,2018,2,12,Monday,0
delivered,3333.00,12090.00,6392.00,1932.00,1700.00,1609.00,6895.000000,2632.500000,4000.500000,2632.500000,6895.000000,4000.500000,2018,2,12,Monday,2
delivered,1535.00,17999.00,11545.00,743.00,2400.00,7687.00,10199.500000,1139.000000,9616.000000,1139.000000,10199.500000,9616.000000,2018,2,12,Monday,7
delivered,7392.00,73000.00,57426.00,894.00,2173.00,2244.00,37586.500000,4143.000000,29835.000000,2171.500000,14396.930000,14669.570000,2018,2,12,Monday,10
delivered,9815.00,65000.00,38624.00,872.00,999.00,3678.00,32999.500000,5343.500000,21151.000000,2201.130000,16464.670000,13817.730000,2018,2,12,Monday,12
delivered,3603.00,49990.00,148103.00,739.00,1999.00,3175.00,25994.500000,2171.000000,75639.000000,1479.390000,10130.720000,28678.440000,2018,2,12,Monday,14
unavailable,1528.00,21590.00,10778.00,1528.00,21590.00,10778.00,21590.000000,1528.000000,10778.000000,1528.000000,21590.000000,10778.000000,2018,2,12,Monday,15
delivered,3389.00,38990.00,31311.00,739.00,2499.00,3409.00,20744.500000,2064.000000,17360.000000,1832.240000,11777.000000,10720.530000,2018,2,12,Monday,18
delivered,3115.00,18500.00,37640.00,1178.00,1799.00,7462.00,10149.500000,2146.500000,22551.000000,1733.000000,7527.600000,16081.600000,2018,2,13,Tuesday,0
delivered,2061.00,9999.00,2299.00,2061.00,9999.00,2299.00,9999.000000,2061.000000,2299.000000,2061.000000,9999.000000,2299.000000,2018,2,13,Tuesday,8
delivered,4040.00,39900.00,47687.00,1174.00,2540.00,2000.00,21220.000000,2607.000000,24843.500000,1798.500000,11426.290000,18814.140000,2018,2,13,Tuesday,10
delivered,4796.00,21900.00,25890.00,466.00,1090.00,2000.00,11495.000000,2631.000000,13945.000000,1981.430000,7372.070000,11867.210000,2018,2,13,Tuesday,12
delivered,5680.00,19900.00,103312.00,518.00,1365.00,2503.00,10632.500000,3099.000000,52907.500000,1927.000000,8383.470000,20602.120000,2018,2,13,Tuesday,16
processing,1823.00,1299.00,17960.00,1823.00,1299.00,17960.00,1299.000000,1823.000000,17960.000000,1823.000000,1299.000000,17960.000000,2018,2,13,Tuesday,21
unavailable,1515.00,5699.00,4739.00,1515.00,5699.00,4739.00,5699.000000,1515.000000,4739.000000,1515.000000,5699.000000,4739.000000,2018,2,13,Tuesday,21
delivered,5022.00,6999.00,16077.00,1151.00,4999.00,6089.00,5999.000000,3086.500000,11083.000000,3086.500000,5999.000000,11083.000000,2018,2,14,Wednseday,2
delivered,3282.00,13999.00,13971.00,778.00,1990.00,3476.00,7994.500000,2030.000000,8723.500000,1894.800000,6167.200000,9181.000000,2018,2,14,Wednseday,8
delivered,4786.00,41537.00,22686.00,778.00,1990.00,142.00,21763.500000,2782.000000,11414.000000,1806.700000,10912.800000,8028.800000,2018,2,14,Wednseday,10
unavailable,1452.00,2974.00,5769.00,1452.00,2974.00,5769.00,2974.000000,1452.000000,5769.000000,1452.000000,2974.000000,5769.000000,2018,2,14,Wednseday,11
shipped,1763.00,1225.00,2969.00,1763.00,1225.00,2969.00,1225.000000,1763.000000,2969.000000,1763.000000,1225.000000,2969.000000,2018,2,14,Wednseday,13
delivered,13372.00,50000.00,29239.00,1208.00,1099.00,3078.00,25549.500000,7290.000000,16158.500000,3009.380000,11109.310000,15022.000000,2018,2,14,Wednseday,14
delivered,1616.00,7500.00,14479.00,1415.00,5766.00,10884.00,6633.000000,1515.500000,12681.500000,1515.500000,6633.000000,12681.500000,2018,2,15,Thursday,0
delivered,3455.00,29999.00,21396.00,740.00,1990.00,682.00,15994.500000,2097.500000,11039.000000,1664.330000,9444.670000,12627.670000,2018,2,15,Thursday,1
delivered,1791.00,29999.00,17000.00,1791.00,29999.00,17000.00,29999.000000,1791.000000,17000.000000,1791.000000,29999.000000,17000.000000,2018,2,15,Thursday,6
delivered,2696.00,12999.00,41930.00,854.00,1390.00,4175.00,7194.500000,1775.000000,23052.500000,1842.330000,5784.780000,19111.560000,2018,2,15,Thursday,8
delivered,5817.00,33000.00,102124.00,837.00,1775.00,4358.00,17387.500000,3327.000000,53241.000000,1954.560000,10463.670000,22042.890000,2018,2,15,Thursday,12
invoiced,740.00,1999.00,4729.00,740.00,1999.00,4729.00,1999.000000,740.000000,4729.000000,740.000000,1999.000000,4729.000000,2018,2,15,Thursday,16
unavailable,4276.00,4590.00,7467.00,4276.00,4590.00,7467.00,4590.000000,4276.000000,7467.000000,4276.000000,4590.000000,7467.000000,2018,2,15,Thursday,19
delivered,5212.00,139950.00,38350.00,778.00,1225.00,2638.00,70587.500000,2995.000000,20494.000000,2248.750000,17035.130000,15655.880000,2018,2,15,Thursday,22
delivered,2138.00,49999.00,3500.00,2138.00,49999.00,3500.00,49999.000000,2138.000000,3500.000000,2138.000000,49999.000000,3500.000000,2018,2,16,Friday,2
delivered,2563.00,18510.00,72205.00,778.00,1365.00,2910.00,9937.500000,1670.500000,37557.500000,1537.300000,6950.400000,16449.100000,2018,2,16,Friday,10
delivered,3429.00,23799.00,104953.00,1185.00,4995.00,2229.00,14397.000000,2307.000000,53591.000000,1825.750000,9788.880000,23461.750000,2018,2,16,Friday,20
delivered,1706.00,7990.00,23389.00,1117.00,3333.00,5638.00,5661.500000,1411.500000,14513.500000,1514.500000,5703.250000,11943.500000,2018,2,16,Friday,22
delivered,1765.00,19989.00,53016.00,1765.00,19989.00,53016.00,19989.000000,1765.000000,53016.000000,1765.000000,19989.000000,53016.000000,2018,2,17,Saturday,2
delivered,2363.00,12999.00,12367.00,882.00,2850.00,3186.00,7924.500000,1622.500000,7776.500000,1577.750000,8011.750000,7891.500000,2018,2,17,Saturday,8
canceled,5027.00,28900.00,17504.00,5027.00,28900.00,17504.00,28900.000000,5027.000000,17504.000000,5027.000000,28900.000000,17504.000000,2018,2,17,Saturday,9
shipped,1220.00,10000.00,9330.00,1220.00,10000.00,9330.00,10000.000000,1220.000000,9330.000000,1220.000000,10000.000000,9330.000000,2018,2,17,Saturday,14
unavailable,1613.00,5250.00,117226.00,1613.00,5250.00,117226.00,5250.000000,1613.000000,117226.000000,1613.000000,5250.000000,117226.000000,2018,2,17,Saturday,15
delivered,4631.00,25900.00,59216.00,829.00,1390.00,2941.00,13645.000000,2730.000000,31078.500000,1988.000000,8362.450000,14001.270000,2018,2,17,Saturday,18
delivered,2563.00,137565.00,30640.00,1110.00,1000.00,2505.00,69282.500000,1836.500000,16572.500000,1733.140000,23562.860000,11665.290000,2018,2,17,Saturday,20
delivered,7546.00,12999.00,27084.00,772.00,2000.00,384.00,7499.500000,4159.000000,13734.000000,2114.090000,6973.640000,10390.730000,2018,2,17,Saturday,21
delivered,1915.00,34990.00,28370.00,778.00,1199.00,5985.00,18094.500000,1346.500000,17177.500000,1261.640000,12017.000000,14172.450000,2018,2,17,Saturday,22
shipped,778.00,1650.00,26793.00,778.00,1650.00,26793.00,1650.000000,778.000000,26793.000000,778.000000,1650.000000,26793.000000,2018,2,18,Sunday,0
delivered,4981.00,11299.00,36396.00,1625.00,6990.00,3586.00,9144.500000,3303.000000,19991.000000,3303.000000,9144.500000,19991.000000,2018,2,18,Sunday,1
delivered,1195.00,6490.00,3175.00,1195.00,6490.00,3175.00,6490.000000,1195.000000,3175.000000,1195.000000,6490.000000,3175.000000,2018,2,18,Sunday,5
delivered,3144.00,4990.00,9076.00,744.00,2500.00,4729.00,3745.000000,1944.000000,6902.500000,1882.670000,3593.330000,7367.670000,2018,2,18,Sunday,7
delivered,4789.00,32900.00,23277.00,827.00,5200.00,3579.00,19050.000000,2808.000000,13428.000000,2225.500000,12225.200000,8110.800000,2018,2,18,Sunday,9
delivered,6768.00,59900.00,30422.00,778.00,2499.00,2585.00,31199.500000,3773.000000,16503.500000,2328.760000,11007.240000,9020.350000,2018,2,18,Sunday,13
delivered,5198.00,16990.00,10077.00,1452.00,2790.00,3413.00,9890.000000,3325.000000,6745.000000,2740.250000,7442.250000,6462.750000,2018,2,18,Sunday,23
delivered,1611.00,7590.00,12109.00,779.00,3499.00,10218.00,5544.500000,1195.000000,11163.500000,1195.000000,5544.500000,11163.500000,2018,2,19,Monday,0
delivered,9235.00,13997.00,4309.00,9235.00,13997.00,4309.00,13997.000000,9235.000000,4309.000000,9235.000000,13997.000000,4309.000000,2018,2,19,Monday,7
delivered,5711.00,42200.00,28664.00,1185.00,1370.00,396.00,21785.000000,3448.000000,14530.000000,1970.600000,11555.670000,11164.130000,2018,2,19,Monday,11
canceled,2302.00,9990.00,16291.00,2302.00,9990.00,16291.00,9990.000000,2302.000000,16291.000000,2302.000000,9990.000000,16291.000000,2018,2,19,Monday,17
shipped,1955.00,5100.00,4086.00,1955.00,5100.00,4086.00,5100.000000,1955.000000,4086.000000,1955.000000,5100.000000,4086.000000,2018,2,19,Monday,17
delivered,14836.00,32990.00,39666.00,827.00,2090.00,214.00,17540.000000,7831.500000,19940.000000,2709.910000,10220.050000,12026.320000,2018,2,19,Monday,21
delivered,2737.00,17949.00,23528.00,759.00,1499.00,25.00,9724.000000,1748.000000,11776.500000,1500.750000,6394.500000,12125.630000,2018,2,19,Monday,23
delivered,12476.00,11599.00,30716.00,1247.00,9790.00,8726.00,10694.500000,6861.500000,19721.000000,5089.000000,10793.000000,18041.670000,2018,2,20,Tuesday,1
delivered,2724.00,18101.00,135947.00,6.00,1830.00,2769.00,9965.500000,1365.000000,69358.000000,1613.440000,7273.170000,19069.390000,2018,2,20,Tuesday,9
delivered,4989.00,21200.00,61254.00,778.00,1389.00,2238.00,11294.500000,2883.500000,31746.000000,1787.500000,10475.920000,14752.920000,2018,2,20,Tuesday,19
delivered,6750.00,17899.00,35713.00,872.00,1799.00,492.00,9849.000000,3811.000000,18102.500000,2136.640000,6545.860000,14116.430000,2018,2,20,Tuesday,21
delivered,10695.00,29990.00,65480.00,974.00,2100.00,846.00,16045.000000,5834.500000,33163.000000,2655.500000,8684.220000,19237.670000,2018,2,20,Tuesday,22
delivered,2618.00,46800.00,18794.00,778.00,1400.00,317.00,24100.000000,1698.000000,9555.500000,1786.910000,15640.450000,8223.910000,2018,2,20,Tuesday,23
canceled,1173.00,4499.00,14646.00,1173.00,4499.00,14646.00,4499.000000,1173.000000,14646.000000,1173.000000,4499.000000,14646.000000,2018,2,21,Wednseday,1
delivered,1792.00,3850.00,19814.00,811.00,1330.00,8926.00,2590.000000,1301.500000,14370.000000,1301.500000,2590.000000,14370.000000,2018,2,21,Wednseday,1
delivered,4391.00,26900.00,19150.00,872.00,2390.00,983.00,14645.000000,2631.500000,10066.500000,1906.860000,10832.430000,10202.430000,2018,2,21,Wednseday,7
unavailable,2775.00,6699.00,14422.00,2775.00,6699.00,14422.00,6699.000000,2775.000000,14422.000000,2775.000000,6699.000000,14422.000000,2018,2,21,Wednseday,9
shipped,5909.00,14400.00,8918.00,5909.00,14400.00,8918.00,14400.000000,5909.000000,8918.000000,5909.000000,14400.000000,8918.000000,2018,2,21,Wednseday,16
delivered,5745.00,79990.00,34047.00,1185.00,1799.00,2616.00,40894.500000,3465.000000,18331.500000,2158.930000,14087.640000,14474.860000,2018,2,21,Wednseday,17
delivered,5991.00,19499.00,51016.00,1273.00,2999.00,6042.00,11249.000000,3632.000000,28529.000000,2802.630000,8774.500000,18523.880000,2018,2,21,Wednseday,19
delivered,5174.00,54900.00,31421.00,739.00,2499.00,3409.00,28699.500000,2956.500000,17415.000000,1661.000000,10085.750000,10603.560000,2018,2,21,Wednseday,20
delivered,2489.00,29800.00,108378.00,872.00,1288.00,2000.00,15544.000000,1680.500000,55189.000000,1504.930000,10221.210000,21547.640000,2018,2,21,Wednseday,21
delivered,6712.00,96600.00,74569.00,1721.00,29999.00,52579.00,63299.500000,4216.500000,63574.000000,4216.500000,63299.500000,63574.000000,2018,2,22,Thursday,1
delivered,787.00,398.00,1729.00,787.00,398.00,1729.00,398.000000,787.000000,1729.000000,787.000000,398.000000,1729.000000,2018,2,22,Thursday,5
delivered,1823.00,2497.00,9958.00,1823.00,2497.00,9958.00,2497.000000,1823.000000,9958.000000,1823.000000,2497.000000,9958.000000,2017,8,2,Wednseday,4
delivered,1835.00,12990.00,21362.00,781.00,4800.00,3577.00,8895.000000,1308.000000,12469.500000,1432.800000,9625.200000,10029.000000,2017,8,2,Wednseday,9
delivered,10596.00,69999.00,177801.00,746.00,1200.00,578.00,35599.500000,5671.000000,89189.500000,2581.440000,14727.380000,20125.690000,2017,8,2,Wednseday,10
delivered,2384.00,9990.00,11013.00,934.00,2499.00,3847.00,6244.500000,1659.000000,7430.000000,1597.380000,6048.130000,6857.250000,2017,8,2,Wednseday,11
unavailable,1875.00,9299.00,14715.00,1875.00,9299.00,14715.00,9299.000000,1875.000000,14715.000000,1875.000000,9299.000000,14715.000000,2017,8,2,Wednseday,11
delivered,6617.00,59990.00,162594.00,1240.00,3990.00,4109.00,31990.000000,3928.500000,83351.500000,2557.440000,18361.560000,29425.670000,2017,8,2,Wednseday,12
processing,1823.00,1440.00,4565.00,1823.00,1440.00,4565.00,1440.000000,1823.000000,4565.000000,1823.000000,1440.000000,4565.000000,2017,8,2,Wednseday,12
canceled,1410.00,4999.00,4900.00,1410.00,4999.00,4900.00,4999.000000,1410.000000,4900.000000,1410.000000,4999.000000,4900.000000,2017,8,2,Wednseday,17
canceled,1994.00,9990.00,16650.00,1994.00,9990.00,16650.00,9990.000000,1994.000000,16650.000000,1994.000000,9990.000000,16650.000000,2017,8,2,Wednseday,19
delivered,2231.00,23170.00,16662.00,829.00,690.00,3159.00,11930.000000,1530.000000,9910.500000,1535.380000,8413.750000,11169.250000,2017,8,2,Wednseday,20
delivered,7125.00,18999.00,16672.00,1800.00,17990.00,9872.00,18494.500000,4462.500000,13272.000000,4462.500000,18494.500000,13272.000000,2017,8,3,Thursday,7
delivered,2521.00,12999.00,31382.00,1666.00,5900.00,2236.00,9449.500000,2093.500000,16809.000000,1970.500000,10479.670000,17162.670000,2017,8,3,Thursday,8
delivered,17495.00,84900.00,36399.00,827.00,900.00,763.00,42900.000000,9161.000000,18581.000000,3773.550000,18071.270000,10884.730000,2017,8,3,Thursday,9
delivered,2118.00,23999.00,28463.00,778.00,1999.00,3942.00,12999.000000,1448.000000,16202.500000,1537.500000,8796.750000,15892.250000,2017,8,3,Thursday,10
unavailable,1932.00,1890.00,20104.00,1932.00,1890.00,20104.00,1890.000000,1932.000000,20104.000000,1932.000000,1890.000000,20104.000000,2017,8,3,Thursday,12
delivered,5443.00,52965.00,14696.00,915.00,3590.00,1867.00,28277.500000,3179.000000,8281.500000,2079.630000,11855.250000,8412.750000,2017,8,3,Thursday,18
delivered,2336.00,7990.00,31951.00,1823.00,2990.00,6059.00,5490.000000,2079.500000,19005.000000,2040.000000,5660.000000,17721.000000,2017,8,3,Thursday,23
delivered,1767.00,5990.00,23393.00,1767.00,5990.00,23393.00,5990.000000,1767.000000,23393.000000,1767.000000,5990.000000,23393.000000,2017,8,4,Friday,0
delivered,4316.00,9996.00,14174.00,4316.00,9996.00,14174.00,9996.000000,4316.000000,14174.000000,4316.000000,9996.000000,14174.000000,2017,8,4,Friday,1
delivered,3415.00,12960.00,11737.00,1452.00,1699.00,3669.00,7329.500000,2433.500000,7703.000000,2178.000000,6383.000000,8641.330000,2017,8,4,Friday,6
delivered,1225.00,14990.00,10365.00,1225.00,14990.00,10365.00,14990.000000,1225.000000,10365.000000,1225.000000,14990.000000,10365.000000,2017,8,4,Friday,7
delivered,1943.00,19990.00,66940.00,1442.00,9600.00,3868.00,14795.000000,1692.500000,35404.000000,1666.670000,15529.670000,25395.670000,2017,8,4,Friday,8
delivered,3884.00,14800.00,64319.00,1441.00,5900.00,3695.00,10350.000000,2662.500000,34007.000000,2396.860000,10596.860000,17184.430000,2017,8,4,Friday,16
delivered,2582.00,26999.00,26741.00,0.00,5390.00,3400.00,16194.500000,1291.000000,15070.500000,1450.250000,12704.750000,10996.250000,2017,8,4,Friday,21
unavailable,1662.00,12290.00,11386.00,1662.00,12290.00,11386.00,12290.000000,1662.000000,11386.000000,1662.000000,12290.000000,11386.000000,2017,8,4,Friday,21
delivered,3827.00,14600.00,21827.00,747.00,2990.00,3021.00,8795.000000,2287.000000,12424.000000,2333.250000,8397.500000,9066.500000,2017,8,4,Friday,22
delivered,1546.00,9999.00,8771.00,1546.00,9999.00,8771.00,9999.000000,1546.000000,8771.000000,1546.000000,9999.000000,8771.000000,2017,8,5,Saturday,3
delivered,7526.00,119790.00,51072.00,443.00,657.00,3817.00,60223.500000,3984.500000,27444.500000,2125.730000,15330.870000,18003.130000,2017,8,5,Saturday,14
delivered,14400.00,179800.00,15098.00,1344.00,2200.00,2779.00,91000.000000,7872.000000,8938.500000,4808.710000,34839.710000,7921.140000,2017,8,5,Saturday,19
delivered,2673.00,21500.00,67845.00,1301.00,1790.00,3313.00,11645.000000,1987.000000,35579.000000,1810.500000,10078.330000,18698.170000,2017,8,5,Saturday,20
delivered,2775.00,59900.00,33864.00,1284.00,2590.00,2715.00,31245.000000,2029.500000,18289.500000,1752.250000,18019.750000,19806.750000,2017,8,5,Saturday,22
delivered,2874.00,37990.00,11623.00,1611.00,899.00,7441.00,19444.500000,2242.500000,9532.000000,2242.500000,19444.500000,9532.000000,2017,8,5,Saturday,23
delivered,2523.00,32000.00,7703.00,994.00,3999.00,2327.00,17999.500000,1758.500000,5015.000000,1768.750000,15267.250000,5669.250000,2017,8,6,Sunday,0
delivered,3837.00,11690.00,9365.00,3837.00,11690.00,9365.00,11690.000000,3837.000000,9365.000000,3837.000000,11690.000000,9365.000000,2017,8,6,Sunday,3
delivered,2706.00,17980.00,10285.00,1914.00,7290.00,3451.00,12635.000000,2310.000000,6868.000000,2310.000000,12635.000000,6868.000000,2017,8,6,Sunday,8
delivered,1523.00,35990.00,11420.00,1071.00,6800.00,11055.00,21395.000000,1297.000000,11237.500000,1297.000000,21395.000000,11237.500000,2017,8,6,Sunday,9
delivered,1781.00,36299.00,25600.00,872.00,5090.00,4814.00,20694.500000,1326.500000,15207.000000,1263.000000,16459.670000,13671.670000,2017,8,6,Sunday,10
delivered,7199.00,28990.00,14806.00,1096.00,2599.00,2803.00,15794.500000,4147.500000,8804.500000,2957.710000,9981.430000,8908.710000,2017,8,6,Sunday,11
delivered,2882.00,22999.00,71979.00,1270.00,3990.00,2338.00,13494.500000,2076.000000,37158.500000,1810.500000,8207.630000,21483.500000,2017,8,6,Sunday,19
shipped,109.00,1290.00,23606.00,109.00,1290.00,23606.00,1290.000000,109.000000,23606.000000,109.000000,1290.000000,23606.000000,2018,2,22,Thursday,14
delivered,4276.00,59900.00,37155.00,755.00,1449.00,3962.00,30674.500000,2515.500000,20558.500000,1609.950000,12626.860000,12961.140000,2018,2,22,Thursday,15
delivered,4568.00,42000.00,100632.00,0.00,570.00,2809.00,21285.000000,2284.000000,51720.500000,1697.390000,10375.670000,23178.940000,2018,2,22,Thursday,17
delivered,3123.00,59700.00,33837.00,778.00,1950.00,2500.00,30825.000000,1950.500000,18168.500000,1575.150000,13754.000000,11024.380000,2018,2,22,Thursday,18
shipped,4111.00,4990.00,10203.00,2165.00,3500.00,4738.00,4245.000000,3138.000000,7470.500000,3138.000000,4245.000000,7470.500000,2018,2,22,Thursday,18
delivered,3717.00,33000.00,137383.00,537.00,1499.00,650.00,17249.500000,2127.000000,69016.500000,1636.670000,9654.930000,20418.070000,2018,2,22,Thursday,19
delivered,6475.00,73000.00,47496.00,138.00,1895.00,2969.00,37447.500000,3306.500000,25232.500000,2572.540000,14757.460000,14300.460000,2018,2,22,Thursday,22
shipped,1139.00,10899.00,10000.00,1139.00,10899.00,10000.00,10899.000000,1139.000000,10000.000000,1139.000000,10899.000000,10000.000000,2018,2,22,Thursday,22
delivered,3005.00,19999.00,106904.00,1457.00,2799.00,2319.00,11399.000000,2231.000000,54611.500000,2155.730000,12008.090000,16083.820000,2018,2,22,Thursday,23
shipped,2484.00,1999.00,9973.00,2484.00,1999.00,9973.00,1999.000000,2484.000000,9973.000000,2484.000000,1999.000000,9973.000000,2018,2,23,Friday,12
delivered,5570.00,68999.00,45795.00,739.00,1799.00,201.00,35399.000000,3154.500000,22998.000000,1966.350000,9609.500000,13189.600000,2018,2,23,Friday,13
delivered,7356.00,23000.00,46061.00,770.00,1899.00,3500.00,12449.500000,4063.000000,24780.500000,1921.500000,9856.000000,12768.750000,2018,2,23,Friday,15
delivered,6921.00,24990.00,77998.00,872.00,2990.00,589.00,13990.000000,3896.500000,39293.500000,2465.330000,9848.890000,18127.220000,2018,2,23,Friday,16
delivered,3578.00,28900.00,45089.00,773.00,1899.00,3194.00,15399.500000,2175.500000,24141.500000,1713.460000,10938.150000,13651.380000,2018,2,23,Friday,17
delivered,4780.00,79999.00,21607.00,767.00,1299.00,2644.00,40649.000000,2773.500000,12125.500000,1616.460000,12418.310000,10004.770000,2018,2,23,Friday,20
delivered,3418.00,14599.00,47315.00,774.00,2199.00,2525.00,8399.000000,2096.000000,24920.000000,1845.250000,5105.500000,13403.880000,2018,2,23,Friday,21
delivered,3415.00,8900.00,43931.00,1981.00,2599.00,38580.00,5749.500000,2698.000000,41255.500000,2698.000000,5749.500000,41255.500000,2018,2,24,Saturday,1
delivered,2332.00,46300.00,38188.00,778.00,2090.00,3777.00,24195.000000,1555.000000,20982.500000,1396.110000,9756.890000,14681.780000,2018,2,24,Saturday,11
delivered,1965.00,34300.00,65593.00,1096.00,1365.00,3941.00,17832.500000,1530.500000,34767.000000,1517.000000,10865.820000,15563.820000,2018,2,24,Saturday,13
delivered,2735.00,9990.00,81633.00,75.00,1400.00,4916.00,5695.000000,1405.000000,43274.500000,1389.360000,5344.550000,21515.180000,2018,2,24,Saturday,14
delivered,4423.00,58656.00,66756.00,1185.00,3460.00,1695.00,31058.000000,2804.000000,34225.500000,2080.800000,13685.600000,19241.800000,2018,2,24,Saturday,15
delivered,9708.00,99990.00,75354.00,889.00,1990.00,3272.00,50990.000000,5298.500000,39313.000000,2894.570000,28516.570000,19622.500000,2018,2,24,Saturday,18
delivered,3935.00,33000.00,22674.00,792.00,3600.00,3557.00,18300.000000,2363.500000,13115.500000,1773.150000,13236.620000,10393.080000,2018,2,24,Saturday,19
delivered,3453.00,49390.00,126076.00,1185.00,1450.00,3238.00,25420.000000,2319.000000,64657.000000,1813.630000,12783.880000,30023.000000,2018,2,24,Saturday,23
delivered,1415.00,9990.00,28423.00,795.00,3490.00,5544.00,6740.000000,1105.000000,16983.500000,1027.330000,6393.000000,14726.330000,2018,2,25,Sunday,0
delivered,1879.00,17700.00,16752.00,1879.00,17700.00,16752.00,17700.000000,1879.000000,16752.000000,1879.000000,17700.000000,16752.000000,2018,2,25,Sunday,2
delivered,1542.00,4890.00,21454.00,947.00,4500.00,12831.00,4695.000000,1244.500000,17142.500000,1244.500000,4695.000000,17142.500000,2018,2,25,Sunday,6
shipped,872.00,5490.00,18605.00,872.00,5490.00,18605.00,5490.000000,872.000000,18605.000000,872.000000,5490.000000,18605.000000,2018,2,25,Sunday,12
shipped,1633.00,1995.00,1107.00,1633.00,1995.00,1107.00,1995.000000,1633.000000,1107.000000,1633.000000,1995.000000,1107.000000,2018,2,25,Sunday,15
delivered,3910.00,19390.00,38186.00,811.00,1290.00,3689.00,10340.000000,2360.500000,20937.500000,1653.820000,8962.180000,14666.360000,2018,2,25,Sunday,16
delivered,4903.00,59900.00,37023.00,927.00,2049.00,1989.00,30974.500000,2915.000000,19506.000000,1897.930000,13699.270000,11993.330000,2018,2,25,Sunday,18
delivered,6768.00,199900.00,40503.00,945.00,1999.00,1233.00,100949.500000,3856.500000,20868.000000,2127.810000,22972.670000,12378.900000,2018,2,25,Sunday,19
shipped,1371.00,9900.00,6344.00,1371.00,9900.00,6344.00,9900.000000,1371.000000,6344.000000,1371.000000,9900.000000,6344.000000,2018,2,25,Sunday,19
delivered,5803.00,33000.00,42411.00,739.00,1490.00,1500.00,17245.000000,3271.000000,21955.500000,2207.650000,10374.450000,11329.450000,2018,2,25,Sunday,20
delivered,1816.00,12999.00,16418.00,0.00,1700.00,2567.00,7349.500000,908.000000,9492.500000,1315.670000,7896.500000,8995.330000,2018,2,25,Sunday,23
