MAX_FREIGHT,MAX_PRICE,MAX_PAYMENT,MIN_FREIGHT,MIN_PRICE,MIN_PAYMENT,MEDIAN_PRICE,MEDIAN_FREIGHT,MEDIAN_PAYMENT,AVG_FREIGHT,AVG_PRICE,AVG_PAYMENT,ORDER_PURCHASE_YEAR,ORDER_PURCHASE_MONTH,ORDER_PURCHASE_DAY,ORDER_PURCHASE_WEEKDAY,ORDER_PURCHASE_HOUR
2194,00,54900,00,7608,00,1976,00,7390,00,4184,00,31145,000000,2085,000000,5896,000000,2085,000000,31145,000000,5896,000000,2017,11,25,Saturday,4
8059,00,25990,00,38188,00,1014,00,1290,00,4702,00,13640,000000,4536,500000,21445,000000,2852,625000,11919,125000,13873,125000,2017,10,14,Saturday,9
4262,00,23400,00,33080,00,742,00,4590,00,9447,00,13995,000000,2502,000000,21263,500000,3051,500000,13220,000000,19006,250000,2017,1,30,Monday,10
4475,00,19600,00,14822,00,1713,00,4400,00,1698,00,12000,000000,3094,000000,8260,000000,2768,250000,12975,000000,8316,750000,2017,9,28,Thursday,7
5295,00,64999,00,129928,00,744,00,2499,00,2038,00,33749,000000,3019,500000,65983,000000,2048,470588,12161,117647,17203,882352,2018,8,4,Saturday,12
2563,00,22990,00,39118,00,811,00,2618,00,2339,00,12804,000000,1687,000000,20728,500000,1752,222222,6812,333333,14614,111111,2017,8,12,Saturday,11
2733,00,71250,00,48033,00,,00,1700,00,758,00,36475,000000,1366,500000,24395,500000,1627,090909,20046,545454,17120,363636,2017,9,15,Friday,14
1760,00,29900,00,33751,00,1418,00,3889,00,552,00,16894,500000,1589,000000,17151,500000,1625,750000,14967,250000,12222,250000,2017,1,23,Monday,20
2695,00,15999,00,61860,00,778,00,2190,00,2310,00,9094,500000,1736,500000,32085,000000,1421,500000,8908,625000,17160,750000,2017,11,15,Wednseday,9
3649,00,46990,00,90480,00,668,00,2999,00,2000,00,24994,500000,2158,500000,46240,000000,1472,625000,13152,875000,20967,125000,2018,8,8,Wednseday,19
1852,00,11460,00,38896,00,309,00,1990,00,1039,00,6725,000000,1080,500000,19967,500000,1263,777777,6486,777777,11379,888888,2018,6,28,Thursday,22
8410,00,152088,00,61828,00,739,00,990,00,3345,00,76539,000000,4574,500000,32586,500000,2168,500000,26706,333333,15852,166666,2018,7,27,Friday,17
8087,00,84900,00,61686,00,771,00,1999,00,1033,00,43449,500000,4429,000000,31359,500000,1969,407407,11996,481481,13971,222222,2018,4,24,Tuesday,20
6082,00,17990,00,159124,00,739,00,1200,00,3238,00,9595,000000,3410,500000,81181,000000,2152,750000,11108,083333,25920,833333,2017,8,16,Wednseday,17
3603,00,49990,00,148103,00,739,00,1999,00,3175,00,25994,500000,2171,000000,75639,000000,1479,388888,10130,722222,28678,444444,2018,2,12,Monday,14
2343,00,12999,00,59373,00,771,00,1489,00,2368,00,7244,000000,1557,000000,30870,500000,1470,571428,6840,857142,19635,285714,2017,2,20,Monday,13
2150,00,14490,00,26158,00,787,00,1649,00,1729,00,8069,500000,1468,500000,13943,500000,1560,000000,6537,444444,8631,888888,2017,2,14,Tuesday,10
2908,00,39565,00,21784,00,739,00,1655,00,2270,00,20610,000000,1823,500000,12027,000000,1574,700000,11681,850000,10411,850000,2018,1,30,Tuesday,17
3303,00,21500,00,23934,00,200,00,1250,00,5400,00,11375,000000,1751,500000,14667,000000,1693,222222,8291,000000,14342,666666,2017,3,24,Friday,22
241,00,1199,00,20767,00,241,00,1199,00,20767,00,1199,000000,241,000000,20767,000000,241,000000,1199,000000,20767,000000,2017,11,9,Thursday,6
14966,00,119900,00,72605,00,148,00,3490,00,6233,00,61695,000000,7557,000000,39419,000000,2590,600000,15774,933333,20259,000000,2017,8,15,Tuesday,16
2484,00,139999,00,13902,00,1410,00,1000,00,7507,00,70499,500000,1947,000000,10704,500000,1895,166666,26204,500000,9822,833333,2017,9,12,Tuesday,9
5680,00,19900,00,103312,00,518,00,1365,00,2503,00,10632,500000,3099,000000,52907,500000,1867,611111,8251,000000,20167,111111,2018,2,13,Tuesday,16
3365,00,42800,00,40524,00,739,00,1599,00,1232,00,22199,500000,2052,000000,20878,000000,1566,666666,9618,000000,10673,600000,2018,1,16,Tuesday,22
5362,00,49999,00,70958,00,466,00,990,00,1887,00,25494,500000,2914,000000,36422,500000,1691,343750,10591,468750,13769,562500,2017,12,1,Friday,11
3847,00,41590,00,54815,00,872,00,899,00,2388,00,21244,500000,2359,500000,28601,500000,1625,750000,11281,000000,12850,350000,2018,6,7,Thursday,22
4677,00,62900,00,62286,00,965,00,2999,00,6062,00,32949,500000,2821,000000,34174,000000,2081,400000,20359,400000,22268,200000,2017,4,12,Wednseday,22
3310,00,38800,00,26881,00,1174,00,1099,00,5736,00,19949,500000,2242,000000,16308,500000,2047,428571,15421,142857,14245,285714,2017,2,7,Tuesday,20
3449,00,8999,00,7956,00,1584,00,8990,00,3777,00,8994,500000,2516,500000,5866,500000,2516,500000,8994,500000,5866,500000,2017,8,23,Wednseday,8
1646,00,6990,00,21210,00,739,00,3590,00,16479,00,5290,000000,1192,500000,18844,500000,1192,500000,5290,000000,18844,500000,2017,9,11,Monday,8
1760,00,4990,00,9786,00,1760,00,4990,00,9786,00,4990,000000,1760,000000,9786,000000,1760,000000,4990,000000,9786,000000,2017,11,28,Tuesday,2
5272,00,5258,00,5518,00,1510,00,4900,00,4529,00,5079,000000,3391,000000,5023,500000,3391,000000,5079,000000,5023,500000,2017,2,6,Monday,18
5795,00,16900,00,9943,00,1611,00,2890,00,3776,00,9895,000000,3703,000000,6859,500000,3012,666666,7830,000000,7161,000000,2017,6,10,Saturday,21
